customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6784-CW81,Female,1,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,89.42,894.2,No
3884-DZ85,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),122.67,6624.18,No
5640-EX25,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.47,884.7,Yes
4414-AX86,Female,1,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.56,3342.4,No
3078-DY45,Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),97.46,97.46,No
2338-BY12,Female,1,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.15,1650.25,Yes
1733-AZ24,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.79,7904.88,No
2753-DX10,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.31,301.24,Yes
6764-BX14,Female,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,102.56,3794.72,No
7216-DY78,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.25,1883.75,No
5566-DZ25,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.05,420.5,No
6325-AY32,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.09,3630.51,No
8082-DY35,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.31,1070.41,Yes
4368-AW64,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),134.33,6850.83,No
7661-DZ76,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.0,728.0,No
2719-BZ94,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.09,535.45,Yes
9751-EZ34,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,107.28,214.56,No
7475-AY23,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.97,197.94,Yes
6075-BY48,Female,0,No,Yes,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.76,6400.44,No
1146-CW52,Male,1,No,No,66,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,101.58,6704.28,No
3117-AY69,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.1,2590.5,No
1318-BZ66,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),114.8,8036.0,No
6057-DX30,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.83,190.98,Yes
2791-BX95,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.44,5593.52,No
8516-EZ35,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.94,2715.92,No
3989-EX71,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.55,2409.9,No
2960-CY64,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,91.47,457.35,Yes
4074-DX60,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.19,2657.97,No
8386-CW30,Female,1,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,105.56,4539.08,No
7375-CY49,Female,0,No,Yes,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,95.38,476.9,Yes
4278-CZ42,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.05,712.4,Yes
2719-AX53,Female,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.25,2457.0,No
3297-DY23,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.57,1571.35,No
2961-DZ26,Female,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,58.45,2454.9,No
8257-AX56,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,98.37,4918.5,No
2688-AZ69,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.89,3865.61,Yes
4242-DZ72,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.02,329.14,No
6839-AY61,Female,0,No,Yes,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,97.3,5935.3,No
6129-CX39,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.52,101.52,Yes
9448-CX13,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,84.93,509.58,Yes
6334-BW38,Female,1,No,No,6,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.38,392.28,No
2176-BW40,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),104.45,835.6,Yes
2724-EW88,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,83.72,4102.28,No
2350-DW29,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.91,2835.03,No
1977-DX70,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.61,44.61,No
3533-EW39,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),92.18,3595.02,Yes
5125-EZ93,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.15,836.8,No
4388-AW89,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.62,5181.0,No
3743-CZ95,Male,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.65,4462.25,Yes
2026-AW55,Male,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.06,656.48,No
9797-DY19,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.13,3000.84,No
6650-BW11,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.89,4414.28,No
1436-AX77,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.76,193.52,No
6674-BX69,Female,0,No,Yes,7,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,64.64,452.48,No
2145-DW25,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),101.19,4553.55,No
7499-CW15,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),121.06,968.48,Yes
9299-AX33,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45.69,319.83,No
5945-EW36,Female,0,No,No,5,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,71.08,355.4,No
1805-AX82,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),126.23,504.92,No
4600-BX57,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,111.56,1004.04,Yes
5010-DY77,Female,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.01,1050.5,No
4320-BW87,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.76,7487.92,No
3456-AW37,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),91.94,1011.34,No
7349-DY22,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.82,6847.4,No
5990-AY13,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.7,2781.0,No
8037-DZ14,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,102.18,6641.7,No
9641-DX82,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.42,294.2,No
1301-AZ75,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.37,777.33,Yes
1229-BY60,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),113.71,3070.17,No
2832-CY82,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.01,1040.1,Yes
5482-AW80,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.93,6455.24,No
3088-AW59,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.34,7266.42,No
4340-EY50,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,90.6,543.6,Yes
7856-EW64,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),86.44,777.96,No
9735-CZ45,Female,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.26,5738.34,Yes
1092-DX59,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.29,4571.6,Yes
4032-CX95,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.03,6821.86,No
5438-CZ44,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.59,70.59,Yes
6997-EW24,Male,1,No,Yes,55,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.81,6149.55,No
5627-DY94,Male,1,No,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),84.49,84.49,No
2344-DY92,Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),102.08,3062.4,No
4807-AX25,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,106.18,4671.92,No
4345-EZ59,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,122.8,3438.4,Yes
1091-BX61,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.24,1628.76,No
2884-AY59,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),98.94,692.58,No
8642-DW12,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,105.74,740.18,Yes
2981-EW10,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.02,5591.3,No
5466-DX86,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.3,7021.0,No
9413-DX65,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.27,2157.63,No
2598-EY16,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),137.5,7975.0,No
9333-EX27,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.19,2093.61,Yes
5406-CZ97,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),123.03,6766.65,No
4706-DX34,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),86.47,86.47,Yes
5856-BZ79,Female,0,No,Yes,69,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.44,5481.36,No
2538-EZ11,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.55,967.95,Yes
8699-CY27,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),110.93,110.93,Yes
2717-CY45,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.4,7371.2,No
3635-EZ45,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.97,647.82,Yes
6628-DZ75,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.07,1155.36,No
2835-EX38,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.01,672.08,Yes
6851-EZ87,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,121.14,121.14,No
7830-CX19,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),123.69,1360.59,Yes
1503-DX30,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.9,2516.4,No
3147-BW39,Male,1,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,97.13,5245.02,No
4716-BZ20,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),103.33,1239.96,Yes
2210-DZ50,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,129.71,518.84,No
3843-CZ72,Female,1,Yes,No,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.54,4877.0,No
7644-CW41,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,114.49,6640.42,No
4860-AY27,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.65,2573.1,No
6999-AX84,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.86,1219.46,Yes
2596-BZ21,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),112.33,2583.59,No
1434-DX50,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46.9,515.9,No
7037-AX88,Female,0,No,Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.59,7282.17,No
8164-EZ37,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,130.89,6413.61,No
7463-EZ79,Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.63,5132.13,No
9996-AW32,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,94.35,4623.15,No
4771-AY66,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.43,3684.66,No
9103-AZ62,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),107.17,107.17,No
4924-CZ95,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,86.48,4842.88,No
5881-BY38,Male,1,No,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.3,894.3,Yes
8987-CX55,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.64,1898.4,No
8936-AX91,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.79,5207.82,No
3383-CZ78,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.35,388.85,No
4269-AX89,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.8,134.4,Yes
7964-CZ41,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,130.58,6529.0,Yes
8658-DY81,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.05,991.65,No
8313-EZ19,Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.81,99.81,Yes
3158-EW64,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.94,2876.16,No
8811-BZ27,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),84.79,3222.02,No
5563-AZ72,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.79,677.53,Yes
5044-CY76,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),132.72,8626.8,No
4170-BW80,Male,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.79,3533.7,Yes
1757-BY72,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.44,1217.6,No
9897-BY55,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.66,1050.18,No
5494-BZ25,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,79.7,717.3,Yes
3442-DX32,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.44,417.96,No
2072-DX51,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.98,4768.94,No
4942-DZ10,Male,0,No,Yes,50,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,69.13,3456.5,Yes
9710-EZ57,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,97.96,783.68,Yes
1973-CY75,Female,0,Yes,No,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),66.57,1930.53,No
4102-AW72,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),110.82,997.38,No
6133-BX97,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.7,997.0,Yes
4319-BZ73,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.86,801.46,Yes
1387-BZ79,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.58,401.22,Yes
3489-DX14,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,101.52,6801.84,No
3890-EY92,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),98.24,3929.6,No
9947-CY36,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.48,1738.12,Yes
9577-BZ93,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.1,949.5,No
6078-EY58,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.48,2034.12,No
1768-CW44,Female,0,No,No,34,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.18,3066.12,No
6557-EW13,Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,77.08,2774.88,No
2389-DZ31,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.33,1033.23,No
3990-CX15,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),107.57,107.57,No
7253-BW63,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.95,5456.75,No
5667-CX58,Male,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,120.29,7698.56,Yes
7988-DY74,Female,0,No,Yes,57,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,69.99,3989.43,No
2992-CZ45,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,95.39,5341.84,No
7893-AX56,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.3,5163.6,No
3674-EY65,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.77,5532.43,No
2552-CW46,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.73,275.19,Yes
9572-CW47,Female,1,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.66,2221.56,No
7394-EW62,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,114.45,3319.05,No
1471-AW79,Female,0,Yes,No,64,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,94.32,6036.48,No
8695-EZ20,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,111.56,1115.6,No
3134-BZ28,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,109.21,5132.87,No
2383-EX56,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.26,2188.2,No
2968-EX42,Male,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.39,1083.9,Yes
3472-EX28,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.64,1128.16,No
4110-BX53,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,93.41,5230.96,No
4774-CW43,Female,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.84,359.36,Yes
6744-AW29,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,123.96,8677.2,No
4942-DZ83,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.96,214.8,No
6706-BY23,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.86,30.86,Yes
2750-CX69,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.48,6808.8,Yes
